Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score
STU_02017,25,Female,University,4.43,1.66,5.19,2.51,81.73,91.88
STU_02018,15,Female,High School,7.65,2.69,3.7,0,51.59,52.75
STU_02019,13,Female,High School,5.03,1.65,6.19,1.99,69.41,93.1
STU_02020,21,Non-binary,College,3.03,3.13,6.3,0,78.83,89.25
STU_02021,20,Male,College,5.38,0.95,7.86,2.76,81.32,98.64
STU_02022,24,Male,University,3.7,4.95,6.29,3.28,70.48,96.34
STU_02023,14,Male,High School,6.31,2.75,8.35,0,68.05,91.31
STU_02024,24,Male,University,3.32,5.61,4.91,1.54,70.71,87.69
STU_02025,23,Female,University,9.25,1.31,5.57,0.18,71.58,82.63
STU_02026,20,Non-binary,College,0.9,2.86,6.35,0,67.5,71.86
STU_02027,24,Male,University,3.81,2.69,5.96,3.05,79.68,96.76
STU_02028,21,Male,College,5.11,3.7,7.3,0,67.73,81.79
STU_02029,13,Male,High School,3.45,3.86,7.35,0.13,63.54,76.82
STU_02030,25,Female,University,0,0.11,5.72,0.66,82.51,97.36
STU_02031,17,Male,High School,9.51,4.64,5.47,0,61.97,79.07
STU_02032,20,Male,College,6.58,4.11,6.31,1.61,67.86,88.97
STU_02033,23,Male,University,1.62,0,8.91,0.39,86.25,88.21
STU_02034,14,Male,High School,1.98,5.09,8.68,1.45,79.96,96.54
STU_02035,16,Female,High School,1.08,0.23,7.83,0.95,79.19,97.09
STU_02036,19,Male,College,4.4,3,6.73,2.47,75.39,98.17
STU_02037,15,Male,High School,8.43,1.97,6.6,1.83,61.93,95.48
STU_02038,25,Male,University,4.03,2.18,5.47,1.29,79.62,73.99
STU_02039,24,Female,University,3.61,1.88,6.1,0.5,72.18,87.67
STU_02040,17,Female,High School,7.17,3.44,4.93,0,55.75,74.82
STU_02041,20,Male,College,5.56,0.9,7.92,0,58.83,81.41
STU_02042,24,Male,University,4.61,4.19,5.95,0.57,71.33,76.73
STU_02043,22,Female,University,6.6,3.46,5.87,0,65.27,82.04
STU_02044,15,Male,High School,0.35,2.21,7.45,1.03,79.18,99.9
STU_02045,16,Female,High School,5.94,4.08,6.77,1.79,71.9,81.58
STU_02046,21,Male,College,7.97,1.59,8.36,0.34,71.83,89.47
STU_02047,19,Male,College,1.67,2.43,7.13,0,79.28,95.82
STU_02048,13,Female,High School,3.84,0,6.78,0.87,60.17,96.04
STU_02049,24,Female,University,0,1.5,8.81,2.16,84.27,99.34
STU_02050,16,Female,High School,3.69,0.92,6.78,2.04,69.35,99.43
STU_02051,16,Male,High School,3.16,0,5.87,0,69.49,85.98
STU_02052,21,Male,College,9.03,2.22,3.29,1.76,73.26,84.86
STU_02053,18,Male,College,3.62,2.3,7.17,2.05,73.58,84.45
STU_02054,21,Female,College,5.51,3.03,6.21,0.55,72.08,80.8
STU_02055,24,Female,University,8.13,3.54,7.86,1.61,58.65,73.54
STU_02056,18,Male,College,0,2.09,7.02,0,82.48,94.64
STU_02057,18,Female,College,5.09,3.4,5.15,0,62.25,84.25
STU_02058,17,Female,High School,2,4.11,7.71,0.41,68.54,98.49
STU_02059,17,Male,High School,2.06,4.48,6.85,1.19,67.59,76.99
STU_02060,14,Female,High School,2.61,3.54,7.77,1.35,76.98,65.62
STU_02061,20,Male,College,3.53,3.38,6.9,0,69.5,83.85
STU_02062,20,Male,College,2.18,0.73,7.39,1.2,77.08,99
STU_02063,23,Non-binary,University,3.72,3.96,6.73,0.66,63.15,73.88
STU_02064,25,Male,University,7.17,0.71,5.66,2.78,83.09,78.54
STU_02065,13,Male,High School,5.97,3.08,6.39,1.33,71.86,90.06
STU_02066,20,Female,College,11.55,3.69,5.47,0.97,47.95,85
STU_02067,17,Non-binary,High School,5.22,3.28,8.38,1.66,72.59,95.87
STU_02068,14,Non-binary,High School,6.25,0,6.61,3.06,79.38,98.82
STU_02069,14,Female,High School,7.89,3.95,5.58,1.44,81.03,74.78
STU_02070,18,Male,College,1.79,5.22,8,2.95,84.31,99.9
STU_02071,23,Female,University,7.84,0,5.26,0,71.43,81.61
STU_02072,25,Female,University,2.3,2.82,7.51,3.44,74.26,98.07
STU_02073,21,Male,College,5.82,2.16,5.03,0.29,57.42,91.13
STU_02074,13,Female,High School,7.03,2.58,4.03,0.05,59.57,73.38
STU_02075,24,Male,University,0,4.81,8.38,1.87,85.25,97.71
STU_02076,18,Male,College,3.71,2.93,6.23,0.94,85.74,75.93
STU_02077,21,Female,College,4.45,0.74,4.17,0.85,79.45,97.24
STU_02078,20,Female,College,1.83,1.3,6.13,2.04,82.9,88.69
STU_02079,23,Male,University,5.46,1.11,6.35,0.22,86.7,92.34
STU_02080,18,Male,College,8.87,0,9.01,1.25,79.1,83.59
STU_02081,15,Female,High School,2.2,1.51,4.14,0,76.08,76.8
STU_02082,20,Male,College,7.59,3.72,7.02,1.55,60.67,87.87
STU_02083,21,Male,College,5.85,3.1,5.67,1.47,72.32,85.97
STU_02084,13,Female,High School,1.24,2.81,6.98,0.81,82.72,96.77
STU_02085,24,Female,University,3.58,1.98,5.88,0,79.35,90.25
STU_02086,21,Female,College,5.27,2.37,7.67,0.06,57.75,84.09
STU_02087,18,Female,College,8.59,3.47,6.17,0,65.26,98.81
STU_02088,18,Female,College,6.63,4.03,5.03,0.02,59.54,75.96
STU_02089,24,Female,University,2.91,3.04,7.84,1.24,79.6,99.8
STU_02090,16,Male,High School,5.61,0.55,8.32,1.37,67.99,93.03
STU_02091,13,Female,High School,0,1.73,8.7,1.91,73.59,96.02
STU_02092,22,Male,University,6.88,3.29,9.03,0,74.39,81.85
STU_02093,20,Male,College,2.71,1.3,8.29,1.74,79.91,98.39
STU_02094,14,Male,High School,1.99,1.39,7.21,0,75.42,99.51
STU_02095,24,Female,University,3.84,3.76,5.84,0,71.88,98.5
STU_02096,13,Male,High School,1.51,3.92,8,2.32,81.75,96.87
STU_02097,14,Male,High School,4.13,0.77,6.01,0,70.13,77.34
STU_02098,13,Female,High School,7.26,0.06,7.87,0,62.6,69.06
STU_02099,13,Female,High School,0,0.32,7.24,0,85.7,95.53
STU_02100,21,Female,College,4.44,3.7,6.91,1.51,55.55,86.74
STU_02101,25,Male,University,4.23,0.98,5.36,1.38,84.54,91.95
STU_02102,13,Male,High School,5.92,1.53,6.16,1.48,66.82,98.33
STU_02103,25,Female,University,4.16,0.28,5.67,1.47,82.27,78.4
STU_02104,16,Male,High School,7.01,2.53,8.22,0.14,81.57,88.03
STU_02105,22,Female,University,8.05,2.08,5.74,0.13,59.3,67.58
STU_02106,18,Male,College,7.22,3.3,6.01,0,64.37,96.21
STU_02107,19,Female,College,2.81,3.12,5.48,2.12,88.21,89.08
STU_02108,14,Male,High School,9.49,0,4.24,1.04,59.47,77.44
STU_02109,18,Male,College,1.76,3.13,5.88,0.13,73.34,95.91
STU_02110,19,Female,College,6.43,2.34,5.27,2.85,78.12,98.8
STU_02111,22,Male,University,7.53,4.72,4.84,0,55.2,76.55
STU_02112,22,Male,University,9.85,1.02,4.83,1.05,65.46,94.68
STU_02113,14,Female,High School,7.17,3.49,6.97,0,55.72,85.12
STU_02114,14,Male,High School,2.76,2.66,6.27,0,84.64,86.06
STU_02115,22,Male,University,6.95,0.96,7.06,0,65.56,74.73
STU_02116,19,Male,College,4.32,4.42,5.84,2.1,82.57,67.89
STU_02117,24,Male,University,7.41,3.22,6.36,3.73,77.7,97.88
STU_02118,13,Male,High School,5.14,1.88,7.34,0,66.38,88.4
STU_02119,20,Female,College,8.23,0.94,5.31,0,69.67,69.23
STU_02120,23,Female,University,4.73,4.58,7.81,4.01,82.73,98.39
STU_02121,25,Male,University,7.01,4.05,6.12,0,62.7,90.28
STU_02122,15,Male,High School,3.11,2.52,5.36,3.08,75.35,94.88
STU_02123,23,Female,University,7.62,2.47,5.33,1.81,54.72,80.96
STU_02124,18,Non-binary,College,0,0.48,7.02,2.35,84.69,97.97
STU_02125,21,Male,College,6.42,4.97,5.48,3.26,67.22,94.56
STU_02126,18,Female,College,5.58,0.49,3.69,1.86,67.8,80.73
STU_02127,21,Female,College,5.04,4.13,4.96,0,75.38,77.66
STU_02128,19,Male,College,0,6.14,7.68,0.39,74.11,88.87
STU_02129,21,Male,College,3.43,1.12,6.6,0,65.39,70.97
STU_02130,14,Male,High School,7.67,1.6,6.51,0,62.83,77.72
STU_02131,24,Female,University,2.56,1.08,7.28,2.62,84.54,98.41
STU_02132,20,Female,College,0.99,4.73,6.59,0.34,75.66,87.02
STU_02133,20,Female,College,1.98,2.73,6.03,1.75,82.23,90.19
STU_02134,14,Male,High School,7.64,0,5.64,0.23,82.28,92.45
STU_02135,24,Female,University,5.81,0.56,6.76,1.62,63.05,78.99
STU_02136,16,Female,High School,8.22,3.69,4.59,0,57.3,75.57
STU_02137,23,Female,University,6.41,1.18,6.9,2.9,81.04,99.03
STU_02138,19,Male,College,2.49,0,8.79,3.29,82.67,98.92
STU_02139,23,Female,University,9.23,3.51,3.05,0,45.68,70.53
STU_02140,16,Male,High School,3.14,3.16,7.35,0.7,65.15,89.14
STU_02141,16,Female,High School,2.6,1.13,6.76,0.5,69.05,99.2
STU_02142,18,Female,College,5.29,1.87,7.13,1.97,65.22,85.26
STU_02143,22,Male,University,5.7,1.9,5.77,1.46,72.81,75.84
STU_02144,18,Female,College,6.75,2.15,7.93,0.22,74.14,81.03
STU_02145,22,Male,University,3.81,4.96,6.2,0.23,65.33,85.39
STU_02146,15,Female,High School,8.18,3.83,6.1,2.3,78.83,99.98
STU_02147,21,Male,College,3.03,3.55,7.18,1.99,76.84,86.89
STU_02148,24,Female,University,1.92,2.34,7.14,1.92,80.71,98.4
STU_02149,22,Female,University,0,1.13,7.6,3.06,80.34,89.97
STU_02150,23,Male,University,4.07,5.09,6.72,1.07,70.27,70.56
STU_02151,14,Female,High School,6.74,2.47,5.65,2.62,74.86,81.61
STU_02152,18,Male,College,6.44,0.78,6.11,1.01,79.99,73.43
STU_02153,24,Male,University,5.42,7.93,7.13,0.25,77.88,82.85
STU_02154,19,Female,College,3.45,2.91,4.84,1.12,75.56,83.73
STU_02155,24,Female,University,7.74,0.45,5.32,0.03,71.15,86.49
STU_02156,25,Female,University,4.83,4.09,4.31,0,60.96,92.41
STU_02157,21,Female,College,5.61,4.24,4.2,0,70.05,79.73
STU_02158,25,Female,University,1.69,1.78,5.87,0,73.18,71.42
STU_02159,15,Female,High School,0,0.89,7.14,1.47,70.31,99.04
STU_02160,22,Female,University,6.78,2.03,6.92,1.49,70.46,90.72
STU_02161,15,Female,High School,10.92,3.73,5.95,0,59.18,84.19
STU_02162,19,Male,College,5.73,3.93,6.98,0,60.97,87.16
STU_02163,16,Male,High School,6.79,1.4,5.59,0.64,83.4,87.5
STU_02164,25,Female,University,6.7,5.01,8.26,2.02,74.13,97.16
STU_02165,20,Female,College,4.81,0,6.74,0.28,53,93.96
STU_02166,25,Female,University,0.74,1.42,8.87,2.39,78.82,97.6
STU_02167,19,Male,College,6.46,2.28,5.81,3.16,70.7,97.41
STU_02168,17,Non-binary,High School,8.45,1.94,5.21,0,65.11,86.11
STU_02169,19,Male,College,5.99,1.57,6.78,3.37,84.04,90.65
STU_02170,15,Female,High School,4.11,4.78,4.87,3.07,53.32,96.47
STU_02171,24,Male,University,5.74,2.25,4.86,1.13,63.65,79.39
STU_02172,14,Male,High School,4.54,3.18,7.97,3.18,84.3,96.92
STU_02173,18,Female,College,7.99,3.09,6.12,1.25,75.95,87.81
STU_02174,14,Non-binary,High School,5.26,3.16,6.03,0,69.98,67.12
STU_02175,15,Male,High School,6.54,2.2,7.91,0,70.17,82.19
STU_02176,18,Male,College,7.57,0,5.49,0,65.36,72.06
STU_02177,17,Male,High School,6.53,4.11,9.24,2.11,79,99.81
STU_02178,20,Male,College,4.91,2.35,6.33,2.36,65.73,92.72
STU_02179,21,Male,College,0.97,1.66,6.27,2.96,72.68,97.08
STU_02180,23,Female,University,5.85,1.66,7.67,0.08,67.78,72.04
STU_02181,15,Female,High School,7.08,3.05,5.28,3.05,76.14,87.28
STU_02182,24,Male,University,0.74,1.6,7.31,1.33,57.55,99.7
STU_02183,22,Female,University,5.8,2.11,8.85,3.07,76.75,98.12
STU_02184,15,Male,High School,4.78,3.75,5.99,1.52,69.87,77.79
STU_02185,15,Male,High School,0,2.87,7.21,0.6,77.52,76.21
STU_02186,25,Male,University,5.59,0.92,6.8,2.18,76.32,98.69
STU_02187,25,Female,University,8.21,3.49,7.38,0.96,76.73,67.11
STU_02188,18,Male,College,4.82,1.96,6.29,0,73.85,80.99
STU_02189,13,Male,High School,0,4.02,9.02,1.24,80.89,96.1
STU_02190,19,Male,College,5.65,1.81,6.19,0,65.59,84.7
STU_02191,24,Male,University,7.49,2.77,7.07,1.12,66.61,87.87
STU_02192,13,Male,High School,2.62,3.58,6.07,2.11,68.97,75.78
STU_02193,17,Female,High School,4.15,0.94,7.02,0.23,70.52,93.67
STU_02194,22,Female,University,3.83,3.79,7.22,0.93,68.42,86.07
STU_02195,25,Female,University,4.97,5.56,6.2,1.46,68.98,90.1
STU_02196,20,Male,College,3.75,3.35,5.55,0.4,69.26,84.86
STU_02197,16,Male,High School,8.05,2.87,5.57,0.82,66.65,80.4
STU_02198,17,Male,High School,7.98,4.11,7.04,0,77.61,90.82
STU_02199,16,Male,High School,3.16,4,6.1,0.38,86.03,96.19
STU_02200,24,Female,University,8.04,2.75,8.52,1.54,74.49,98.05
STU_02201,24,Male,University,0.55,0.81,7.51,1.22,85.88,89.23
STU_02202,16,Male,High School,2.64,1.33,7.15,0.46,61.36,99.17
STU_02203,24,Female,University,6.23,1.85,6.75,1.05,80.46,87.33
STU_02204,20,Male,College,4.89,0.21,6.91,0,79.27,99.52
STU_02205,14,Non-binary,High School,5.04,5,8.3,0,79.7,85.28
STU_02206,13,Male,High School,5.62,0.82,6.16,1.21,59.02,79.6
STU_02207,15,Female,High School,3.47,2.41,7.27,0.76,77.22,90.45
STU_02208,21,Male,College,7.81,0.89,7.53,0.71,74.09,79.26
STU_02209,16,Non-binary,High School,6.42,3.56,8.2,1.8,79.97,95.41
STU_02210,22,Male,University,4.43,4.28,6.87,1.59,74.38,89.7
STU_02211,17,Female,High School,7,0.14,4.87,0,69.73,74.62
STU_02212,14,Male,High School,5.83,3.69,4.55,0,66.52,69.51
STU_02213,16,Female,High School,4.08,0.35,7.37,2.07,82.87,86.1
STU_02214,14,Male,High School,3.97,1.78,7.34,1.65,56.61,87.19
STU_02215,14,Male,High School,1.81,7.27,6.64,1.6,83.85,88.29
STU_02216,16,Female,High School,3.16,3.01,6.42,2.38,81.85,99.11
STU_02217,18,Non-binary,College,4.22,4.12,6.38,3.22,85.45,98.92
STU_02218,19,Male,College,4.9,3.07,6.36,2.73,83.03,99.36
STU_02219,22,Female,University,2.41,2.22,6.77,5,77.63,98.28
STU_02220,15,Male,High School,4.79,1.39,7.12,2.13,83.17,93.6
STU_02221,15,Female,High School,3.33,5.17,6.52,1.19,79.31,83.84
STU_02222,22,Female,University,2.9,5.96,5.64,0.4,72.59,82.82
STU_02223,18,Female,College,5.98,2.6,5.93,1.51,66.13,90.93
STU_02224,25,Female,University,5.12,4.68,4.62,2.75,88.92,98.08
STU_02225,24,Female,University,4.35,4.07,3.91,1.3,45.46,72.89
STU_02226,15,Male,High School,5.96,2.16,6.45,0,61.83,74.88
STU_02227,25,Female,University,1.48,2.6,7.34,1.66,85.6,91.9
STU_02228,14,Male,High School,1.68,1.71,5.7,2.3,63.21,97.47
STU_02229,20,Female,College,3.67,6.18,6.91,0.96,81.46,95.09
STU_02230,17,Female,High School,4.24,3.96,6.81,2.96,53.76,97.99
STU_02231,13,Male,High School,6.41,2.56,5.48,0,80.47,91.53
STU_02232,15,Female,High School,2.93,1.63,6.79,0.52,80.93,98.72
STU_02233,22,Female,University,2.98,3.43,5.12,1.82,63.67,77.17
STU_02234,20,Female,College,7.22,0.16,7.09,1.87,71.38,84.27
STU_02235,16,Male,High School,1.79,1.14,4.72,1.61,62.74,92.69
STU_02236,19,Male,College,7.04,2.14,6,0,45.73,70.9
STU_02237,22,Female,University,4.52,1.74,8.16,1.81,72.67,94.64
STU_02238,24,Male,University,2.55,2.12,6.86,3.36,88.01,97.29
STU_02239,14,Male,High School,1.76,3.72,6.27,2.33,88.48,78.24
STU_02240,19,Female,College,4.03,5.99,4.66,2.96,65.56,86.33
STU_02241,17,Male,High School,6.13,3.79,8.77,0,78.85,76.83
STU_02242,17,Female,High School,4.47,2.22,5.02,3.48,70.07,98.38
STU_02243,18,Female,College,6.79,4.31,7.54,1.47,76.05,93.38
STU_02244,25,Female,University,6.72,2.59,5.74,0.4,60.86,85.23
STU_02245,21,Male,College,6.51,0,6.73,0.42,82.7,92.72
STU_02246,18,Male,College,6.62,4.66,5.87,2.28,63.06,80.47
STU_02247,24,Male,University,3.17,0.37,5.52,3.3,67.39,93.27
STU_02248,25,Female,University,6.45,2.74,5.3,0.71,67.12,73.5
STU_02249,20,Male,College,9.83,1.06,7.45,2.5,73.27,88.17
STU_02250,19,Non-binary,College,6.94,0.45,3.84,2.03,82.86,68.42
STU_02251,21,Female,College,3.53,1.7,6.6,1.26,63.11,72.53
STU_02252,16,Female,High School,3.05,0,9.12,1.1,82.45,94.17
STU_02253,14,Male,High School,4.78,1.25,7.21,3.03,82.01,77.65
STU_02254,19,Male,College,6.43,3.25,6.76,1.36,60.4,91.26
STU_02255,18,Female,College,4.95,3.16,7.03,3.62,71.62,99.77
STU_02256,13,Male,High School,1.73,0,7.17,0,86.46,77.82
STU_02257,23,Male,University,6.4,4.25,5.61,0.1,63.18,77.22
STU_02258,21,Male,College,6.71,6.63,7.04,1.63,66.65,90.26
STU_02259,21,Female,College,2.31,5.61,5.2,0.92,75.49,84.22
STU_02260,24,Female,University,6.9,1.55,6.92,0.22,66.35,87.37
STU_02261,14,Female,High School,4.8,1.31,5.54,0.95,68.08,90.68
STU_02262,15,Female,High School,5.72,0.89,5.78,1.37,75.25,70.19
STU_02263,17,Male,High School,5.76,5.79,7.44,2.24,82.42,90.06
STU_02264,17,Female,High School,5.22,1.57,6.18,1.65,76.8,96.73
STU_02265,13,Male,High School,3.5,1.22,6.1,0.98,83.73,85.62
STU_02266,20,Female,College,5.75,4.01,8.26,0,79.78,86.46
STU_02267,24,Male,University,4.62,4.54,5.15,2.37,67.9,98.18
STU_02268,20,Male,College,5.32,4.25,8.62,0.28,84.09,89.71
STU_02269,16,Female,High School,3.82,0.6,7.16,0.57,81.88,89.19
STU_02270,25,Male,University,5.49,3.39,7.73,1.87,73.74,88.85
STU_02271,19,Female,College,4.5,5.13,5.4,0.91,78.94,79.24
STU_02272,23,Male,University,1.99,2.5,8.1,1.9,81.07,96.3
STU_02273,22,Male,University,5.84,3.03,7.39,2.68,72.15,97.52
STU_02274,15,Male,High School,7.2,2.87,5.44,1.3,71.2,83.2
STU_02275,18,Female,College,5.53,2.01,6.01,0,79.74,72.06
STU_02276,22,Male,University,4.07,3.32,4.73,1.86,77.62,85.12
STU_02277,25,Female,University,5.52,4.1,4.97,0.33,55.22,65.61
STU_02278,22,Male,University,2.85,4.84,7.55,1.31,74.85,83.55
STU_02279,24,Male,University,6.51,2.4,6.09,0.56,58.84,71.38
STU_02280,21,Male,College,6.74,2.62,4.61,1.1,69.75,90.56
STU_02281,13,Female,High School,4.44,1.59,7.23,1.13,77.61,75.85
STU_02282,17,Female,High School,4.84,5.34,7.87,0.28,67.3,87.43
STU_02283,16,Male,High School,2,1.72,8.29,0.46,68.7,79.09
STU_02284,20,Female,College,5.99,2.32,7.72,3.12,65.13,77.21
STU_02285,23,Female,University,3.97,2.64,4.34,3.79,69.22,98.7
STU_02286,24,Male,University,0,2.88,7.77,0.19,81.78,94.73
STU_02287,13,Female,High School,4.83,0,4.53,2.52,83.49,98.46
STU_02288,21,Male,College,4.27,3.48,5.04,1.44,66.69,83.84
STU_02289,18,Female,College,2.02,3.3,8.01,2.13,84.34,77.93
STU_02290,16,Female,High School,6.98,2.78,6.63,2.55,76.33,89.25
STU_02291,24,Male,University,3.47,3.15,8.29,1.14,74.41,98.63
STU_02292,21,Male,College,2.72,2.4,6.65,1.36,84.41,97.93
STU_02293,23,Non-binary,University,7.31,0,7.9,2.67,68.11,97.06
STU_02294,17,Female,High School,5.56,4.47,6.57,0.88,78.91,90.64
STU_02295,17,Female,High School,2.11,0,6.09,0.86,71.22,89.05
STU_02296,24,Male,University,4.52,0.93,7.89,0,60.26,98.56
STU_02297,17,Male,High School,2.59,4.66,6.64,0.34,71.43,69.41
STU_02298,13,Male,High School,1.41,0.07,7.6,1.3,81.61,99.9
STU_02299,13,Male,High School,1.22,2.22,8.43,1.41,76.79,99.06
STU_02300,20,Female,College,6.26,5.76,8.79,0.48,76.48,87.88
STU_02301,24,Female,University,2.56,2.63,6.44,0,65.41,77.24
STU_02302,20,Female,College,2.09,0.02,7.9,0,88.37,95.97
STU_02303,24,Male,University,3.98,3.85,6.38,0,66.25,86.08
STU_02304,18,Female,College,10.97,3.31,4.71,0,55.43,75.86
STU_02305,24,Female,University,5.72,2.72,6.23,3.13,72.29,78.94
STU_02306,23,Female,University,6.6,0,7.48,0,66.45,75.15
STU_02307,25,Female,University,2.18,4.85,7.62,0.94,75.67,90.18
STU_02308,16,Non-binary,High School,5.62,5.69,4.34,1.59,69.89,82.8
STU_02309,14,Female,High School,4.54,2.46,6.26,3.53,85.62,98.66
STU_02310,14,Male,High School,2.79,1.31,8.98,1.14,76.61,99.7
STU_02311,21,Male,College,4.01,3.46,4.74,1.12,78.01,73.96
STU_02312,17,Non-binary,High School,2.94,3.48,5.11,2.93,64.75,99.52
STU_02313,16,Female,High School,4.88,3.64,7.79,2.3,53.96,97.73
STU_02314,22,Male,University,4.01,2.52,6.33,1.44,82.65,80.49
STU_02315,25,Male,University,2.95,3.48,4.34,0.73,69.5,86.82
STU_02316,13,Female,High School,3.93,3.85,6.3,2.71,75.33,91.65
STU_02317,19,Non-binary,College,6.72,7.12,5.09,1.04,67.74,87.34
STU_02318,15,Male,High School,1.66,3.29,5.91,0.68,79.16,93.04
STU_02319,18,Female,College,3.17,2.82,9.49,0,79.11,99.26
STU_02320,17,Female,High School,5.36,0,4.55,1.1,70.94,85.99
STU_02321,17,Male,High School,3.03,0,6.26,3.85,84.82,97.99
STU_02322,23,Male,University,7.66,2.73,6.3,1.58,62.34,80.91
STU_02323,17,Female,High School,7.39,2.36,4.26,1.41,65.76,80.84
STU_02324,13,Female,High School,7.52,0.78,7.74,1.06,61.42,98.3
STU_02325,13,Female,High School,6.14,0.72,5.52,1.04,63.74,92.4
STU_02326,15,Female,High School,6.94,3.59,4.67,1.04,51.87,79.5
STU_02327,24,Male,University,4.56,1.46,7.42,2.26,88.26,95.01
STU_02328,22,Female,University,3.09,1.12,7.63,0,60.74,74.5
STU_02329,16,Male,High School,3.23,0.61,6.94,2.96,69.17,98.81
STU_02330,17,Male,High School,0.62,1.03,6.15,1.78,78.73,96.87
STU_02331,14,Male,High School,3.63,1.82,6.19,1.64,67.22,89.81
STU_02332,20,Male,College,3.78,2.46,6.72,2.33,74.57,95.78
STU_02333,23,Female,University,4.07,2.92,5.57,2.56,63.7,99.06
STU_02334,23,Female,University,10.81,1.74,7.38,0.7,71.67,91.71
STU_02335,14,Female,High School,2.69,0,9.29,0,83.36,87.02
STU_02336,21,Male,College,3.95,0.48,5.23,0,75.12,91.36
STU_02337,14,Female,High School,9.89,1.58,7.84,0.54,63.48,91.18
STU_02338,25,Female,University,2.78,4.36,6.4,1.25,70.27,90
STU_02339,21,Female,College,1.93,2.32,5.31,2.1,77.29,80.53
STU_02340,19,Female,College,4.02,3.27,7.15,0,84.56,96.98
STU_02341,20,Male,College,2.77,5.02,6.2,2.51,78.04,93.79
STU_02342,23,Male,University,7.23,2.2,6.69,3.29,70.03,84.42
STU_02343,14,Male,High School,4.88,2.48,7.62,0.56,84.07,79.98
STU_02344,19,Female,College,1.77,2.57,7.78,2.66,78.9,92.9
STU_02345,24,Non-binary,University,5.3,2.61,5.57,2.55,66.92,99.17
STU_02346,18,Male,College,4.98,0.62,8.79,2.73,85.31,93.96
STU_02347,16,Male,High School,1.07,3.4,6.57,2.95,74.75,98.21
STU_02348,19,Male,College,5.62,2.68,7.33,2.46,85.87,99.91
STU_02349,25,Female,University,5.75,1.01,7.43,1.58,71.74,97.66
STU_02350,16,Male,High School,1.13,2.19,7.55,2.91,81.79,98.5
STU_02351,14,Male,High School,1.47,0,7.8,1.15,79.36,85.26
STU_02352,22,Male,University,3.62,0,5.79,2.43,87.54,94.21
STU_02353,24,Female,University,2.94,4.09,6.23,3.7,69.96,86.95
STU_02354,19,Female,College,5.99,2.11,5.17,0,48.68,65.09
STU_02355,20,Female,College,3.42,4.89,7.62,0,69.9,77.02
STU_02356,14,Male,High School,4.06,2.61,6.04,0.84,83.25,86.6
STU_02357,17,Male,High School,1.85,2.9,6.44,2.17,76.25,99.48
STU_02358,13,Male,High School,6.87,2.46,5.57,0.24,85.91,88.39
STU_02359,19,Male,College,2.6,0.68,6.44,1.77,82.95,93.28
STU_02360,20,Male,College,1.92,3.24,6.72,1.6,84.26,97.27
STU_02361,25,Male,University,4.63,1.29,6.24,1.42,71.77,91.45
STU_02362,18,Female,College,7.18,3.07,6.34,0,73.18,81.12
STU_02363,17,Male,High School,5.63,1,6.32,3.8,83.61,97.73
STU_02364,18,Male,College,3.09,3.84,5.04,1.91,76.04,95.43
STU_02365,14,Female,High School,3.49,3.28,7.59,2.09,88.26,96.29
STU_02366,13,Female,High School,1.13,4.7,7.2,2.54,81.5,97.81
STU_02367,19,Female,College,9.31,3.8,6.6,1.94,63.55,91.11
STU_02368,19,Female,College,8.38,2.4,6.06,0.49,66.15,82.35
STU_02369,22,Male,University,5.22,5.27,6.75,2.46,69.52,90.45
STU_02370,23,Female,University,4.47,3.19,5.09,1.22,69.42,70.08
STU_02371,22,Female,University,1.68,0,6.7,3.01,76.18,97.89
STU_02372,14,Male,High School,4.14,1.4,7.44,0.57,78.87,70.82
STU_02373,14,Male,High School,6.73,2.23,5.72,0.64,65.96,70.88
STU_02374,13,Female,High School,6.32,4.85,7.66,1.57,62.32,92.64
STU_02375,22,Male,University,3.37,1.72,8.57,0.3,75.82,77.17
